Ulasan,Sentimen
sudah mau beli paket malah error,Negatif
Oke,Positif
Mantap....,Positif
agak bermasalah,Negatif
Aplikasi lumayan bagus,Positif
Mataf,Positif
Nonton moji aja mesti berlangganan 🤣,Negatif
"Kualitas gambar untuk sport lebih bagus vision+ , klo di video bola nya gak begitu lancar kayak gimana gitu gak enak dilihat",Negatif
Baru beli paket video Proliga.lagi final jakarta bin vs pertamina.selesai beli engga bisa di tonton.kembalikan uang saya,Negatif
"Udh langganan epl diamond 2 thn berturut2 tahun pertama langganan yg all screen..tahun kmrn yg khusus hp, pikiran tahun ini mau hemat langganan yg sebulan 25 rebu. Eh malah naik jadi 50 ribu sebulan. Kemahalan kak.. skrg kan lg jaman susah cari uang.. tp kualitas dll bgs sih. Cuma kalo harga naik trus saya skip dl deh..",Negatif
Good 👍,Positif
sebuah rekaman yng bisa buat jadi bukti,Positif
"Ini gimana sih vidio,mau beli paket platinum yg 39K selalu nggak bisa,padahal pulsa lebih dari cukup..tolong dkng di perbaiki lagi",Negatif
"Anime series dan movie Indonesia ada yang tidak lengkap, contohnya Anime detektif conan kok cuma 50 episode padahal ada 1000 lebih",Negatif
"Rs,,,aw q,/*-147,////*",Positif
APK ANJ,Negatif
Lancarkan jalur distribusi,Positif
Mantap,Positif
Selamat pak Semoga,Positif
Vidio bola tidak ada gambar,Negatif
"GILA UDAH MINTA UPDATE LAGI AJA , RUGI GW LANGGANAN TIAP BULAN FILM NYA JADUL SEMUA YG DI PUTER DI TV DI NAIKIN DI VIDIO , GW LANGGANAN AKHIR NYA CUMA BUAT NONTON BOLA DOANG . TOLOL TOLOL",Negatif
😀,Negatif
"Berlangganan Platinum, tp masih iklan😅",Negatif
Nantap,Positif
anjg dah berlangganan malah d suruh nonton my nerd gril mulu babi,Negatif
Ok,Positif
Good,Positif
Mantab,Positif
Ini vidio knapa sih setiap mau berlangganan ga bisa cuman tulisan pastikan koneksi internet anda bagus abis itu gelap ga ada apa2 pilihan layar item aja blank hadehhh udah pelit banget mau nonton coppa america aja ga bisa diliat siaran tunda nya di blok tetep harus bayar aplikasi membagongkan begitu mau langganan ga bisa2 layar item aja padahal internet koneksi juga ga ada masalah bagus2 aja kalah sama aplikasi tv sebelah nonton piala eropa aja masih bisa siaran tunda nya ulangan nya tanpa bayar,Negatif
Sangat baik,Positif
Sangat bguss,Positif
Sejauh ini masih tidak ada masalah,Positif
Mantap,Positif
Sangat baik,Positif
Paling puas langganan video,Positif
Terbaikkkkk,Positif
vidio kenapa ya akun saya tidak ketemu padahal seminggu lalu baru login pake email itu tapi sekrng nggk bisa login lagi.,Negatif
Itu iklan apa khotbah Jumat lama bener😡😡,Negatif
"Aplikasi vidio memang keren banget, cuma sedikit masukan buat aplikasi vidio terlalu sering harus melakukan PEMBAHARUAN....kenapa ya?",Positif
"Mantap bisa nonton tv, soalnya dirumah gak ada tv 😁",Positif
"Bagus sih bagus tapi iklan nya kurangin nya, terus suka ngelag",Negatif
Jangan di hapus min tayangan rainbow bubblegum 🙏😭😭😭😭😭cuma disini sy lihat full nya😭🙏🙏ini apk paling bagusss banget sy kasih bintang 5,Positif
"tolong tambahkan movie sebanyak mungkin begitu juga dengan series, anime yang terkenal pada zamannya!!",Positif
"Hallo sy baru saja langganan video spottv (tenis, bola, motogp, dll) senilai 30 rb/bln, tapi kok ketika sy coba membuka spottv nya kok nga bisa connect/tdk bisa dibuka. padahal sy mau nonton tenis wimbledon. kecewa juga jadinya. Mohon kpd pihak video dapat menjelaskannnya",Negatif
Keluarin film horor dong masak cinta-cintaan mulu...,Negatif
"Video masih sering bufring, restart ke awal saat nonton!!",Negatif
"Uda top up ga masuk2 , uang ga balik ke rekening , emang babi ni aplikasi , gw ada nih bukti pembayaran nya , aplikasi penipuan",Negatif
Aplikasi video instagram banyak tuntunannya akan tetap ada dalam tubuh dan meningkatkan daya ingat yang masih belum diketahui apakah aku bisa menjadi alternatif ini adalah hasil pencarian moga-moga aku hanya diperbanyak lagi,Positif
"Iklan nya jgn terlalu brutal dong vidio, 1 video 3 menit aja perlu 2 sampe 3 iklan 30 detikkan mana kaga bisa di skip lagi😅😅, tolong kurangin aja sih ya, terlalu mengganggu iklan nya untuk akun free, contohlah youtube akun free tapi iklan nya gak terlalu.",Negatif
Vidio Sports nonton terbaik 👍,Positif
Bjir ku kira gratis Cok tapi pas di buka semua nya yang ditonton harus berbayar 🗿😑,Negatif
"Applikasi jelek, pindah lokasi saja sudah tidak bisa di buka siarang tv nya walaupun sudah berlangganan..",Negatif
Bagus sekali dengan aplikasi ini,Positif
Oke,Positif
Aplikasi Sangat membantu,Positif
aplikasi cacat iklan mulu,Negatif
"Vidio,Please melihat ulasan saya.Karena saya ingin Vidio menggunakan Dolby khusus Sport.Dengan Adanya Dolby akan memanjakan mata.Saya harap Vidio melihat ulasan saya,Terima Kasih.",Positif
Apk jelekkkkkkk,Negatif
Film lama semua Tidak lengkap,Negatif
Bagus,Positif
Tidak bisa memasukkan voucher,Negatif
Bisa video pertandingan psis copa amerika,Positif
Aplikasih nya cukup bagus dan sangat berguna!!!,Positif
Bagus,Positif
Kurang update sama episode baru yang keluar,Negatif
Bagus film2 nya sukaaakkk,Positif
Mau nonton tv lokal saja susah sering keluar sendiri dari aplikasi,Negatif
"Kenapasi pas make WiFi pidio ny malah putus²kan mengganggu,TPI klo pas pake data seluler pidio lancar padahal WiFi saya, wifi yg paling kenceng sinyal ny",Negatif
"Mending benerin masalah langganan dah, aneh bgt sumpah. Padahal dah satu bulanan di matiinn, dan udah ada keterangan ngga ada langganan yg aktif kok tiba2 ngepotong saldo dari dana wkw",Negatif
"Min tolong dong perbaiki aku udh beli kok hari gk bisa nonton,PD aku udh beli",Negatif
Gak jelas vidio saya sudah paket permium tapi gak bisa nonton OPEN BO eps 7 8,Negatif
Bagus,Positif
good,Positif
Terima kasih,Positif
Mau melanjutkan langganan yg paling murah gak bisa. Dan kita wajib membyara langganan yg lebih mahal dr aebelumnya .payah Ini,Negatif
👍👍👍👍👍👍👍,Positif
Astik,Positif
Bagus juga buat lagi santai lihat film di vidio,Positif
"kok akhir akhir ini kalo nonton delay yah ga lancar, ga kayak dulu lagi",Negatif
"Nonton kadang macet, udah bayar padahal mh",Negatif
Ampun iklan nya bnyak banget,Negatif
Asli kecewa bgt sih. Sy penggemar film Mahabarata. Makin Susah bgt mau nonton'y. Skalia'y liat ulangan. Yg diputar malah pilm sbelum Mahabarata. Mahabarata nya hanya tayang 25menit. Tolong dong min diperbaiki,Negatif
💥😎,Negatif
Saya sudah mengajukan pengebalian dana tapi kok dana saya belum masuk iya padahal statusnya pengembalian dana sudah berhasil,Negatif
Bagus,Positif
mau nonton proliga aja dipersulit..harus beli paket premiun dulu😡👎🏼👎🏼,Negatif
"Aplikasi nya bagus saya suka,dah itu aja",Positif
Rploelgspasi dan ww,Negatif
Jelek bangat Cok,Negatif
"Sejujurnya , semenjak datang nya aplikasi vidio sy volmit liat konten nya , emang iya keren bisa nobar bola doang jangan seneng dulu , sy tahu kualitas video bajakan dengan yang asli mendingan balik aj ke Netflix semua terjamin tak ada yang namanya bajakan atau penipuan saat membeli langganan , dan saya mau komplain karena semua video tak begitu HD yg saya bayangkan dan satu lagi kecewa dengan perubahan nya jadi sy balik ke play store buat komplain dan sepakat mw balik ke Netflix dan HBOmax",Negatif
Kenapa di tv coocaa susah bgt di buka ya,Negatif
Sudah bayar langganan malah gk bisa nonton vidio muter muter mulu.padahal sinyal full paket data juga masih banyak.kecewaaaaa,Negatif
Saya mau membatalkan langganan vidio ...,Negatif
"Siaran ulang saja minta langganan,cuma nonton sampah disuruh bayar.mending dihapus saja apk vidio.nonton sampah disuruh bayar.",Negatif
Sejak Minggu kemarin nonton kalau casting ke tv gambar nya ketinggalan dan gambar nya mutar2 🫣🫣🫣,Negatif
g ke donlowd,Negatif
Aje gile.. .,Positif
"Sy baru langganan mau nonton live wimbledon, tgl 7 Juli jam 23.00 pilih live pertandingan tenis live wimbledon Gentlemen' Singles di Spotv2 malah muncul pertandingan badminton live, ngaco banget",Negatif
Tolol,Negatif
Mengecewakan mau masuk gagal terus sampai di uninstall coba download kembali masih sama padahal kemarin masih bisa,Negatif
"kenapa sih nonton siaran ulang aja kudu premium, tadinya mau kasih bintang 5, karna kek gini jadi 4 dulu lah",Negatif
Makin kesini makin jelek sampah,Negatif
Ok,Positif
"pengen liat Proliga j harus berlangganan,pdhl tidak semua orang bisa berlangganan.",Negatif
Jelekk vidio tidak bisa di putar .. jelek.. sekalii,Negatif
Ngak bisa pakai nonton moto gp cuma muncul layar hitam aj sdh bayar langganan,Negatif
Gajelas,Negatif
"Sungguh tidak memuaskan apk nya, bener2 kecewa di buatnya. Nobar ulang pun harus berlangganan, 1 bintang pun ogah ngasih sebenarnya.",Negatif
"Kecewa. Sudah Capek beli dan langganan Paket, tapi setiap mau nonton selalu diblokir dan diminta beli paket, benar-benar sampah",Negatif
Kenapa ada 2 kali penagihan ke akun saya tangga 3 dam 6 juli 2024,Negatif
Bagus banget,Positif
"Kualitas layar baik sekali. Language dan subtitle-nya juga oke. Ada drama Korea, anime, film Indo dan Barat. So, lumayan lengkaplah. But, iklannya agak berlebihan. Dan serba terbatas.",Positif
"Filmnya gak up to date, itu2 aja. Apa harus langganan paket lain? Malah sebagian besar gak ada teksnya. Abis bulan ini cukup sekian dan terima kasih",Negatif
"Kecewa, dulu waktu pakai app vidio tidak ada istilah paket bulan. Sekarang mau nonton aja harus langgan.",Negatif
aplikasi nggak mutu....,Negatif
Sudah bisa kak makasih aplikasi nya bagus film nya banyak yang original nya vidio kualitas bagus tajam,Positif
"Ini Vidio lagi kenapa sih? Udah sering berlangganan baru kali ini nemu masalah yang kita udah beli paket nonton tapi tiap mau nonton film selalu ada iklan nawarin buat beli paket lagi, mana iklannya itu selalu muncul tiap ngeklik mau nonton film, ganggu banget min. Terus yang paling parah akhir-akhir ini kalau mau nonton film muter terus, padahal sinyalnya juga oke, jaringan wifi juga oke, tapi filmnya muter terus. Sumpah baru kali ini kecewa sama Vidio",Negatif
Makin kesini makin gak jelas,Negatif
Baik,Positif
Seru bänget aplikasì ini dan bikin yaman nontonnya,Positif
laguindia,Positif
Banyak iklannn sama boros kuotaa 100% kecewa,Negatif
Kenapa tidak bisa beli paket platinum yang 1 bulan,Negatif
"Iklan terus, saya udah pke cara apapun msi aja ada iklan apk ga guna",Negatif
seru banget aplikasi nyaa,Positif
Iklan terlalu banyak saya bingung ini sebenarnya mau nonton film atau iklan!,Negatif
"Mohon maaf, pulsa Anda tidak mencukupi untuk layanan ini. CS:133/188 Padahal pulsa saya lebih ini kenapa apa bisa d bantu",Negatif
👍👍🖒👍🖒👏👏❤,Positif
Aplikasi gajelas,Negatif
Jelas keren,Positif
😇🤩,Positif
"Bagus, banyak film yg bagus dan menghibur",Positif
"kesel ih gatau knp tiba² jadi langganan video , pdhl aku gapernah jd langganan ,jadi setiap top up , saldo ku jadi ke tarik terus",Negatif
NGURAH MADE DAMAR,Positif
"Ini kenapa ya aplikasi nya,padahal wifi ku gak ngelag tapi pas mau nonton,dari sistem nya ada kata kata ""YAH,LAGI ADA GANGGUAN"" ini kenapa ya?",Negatif
"ribet, streaming tv local aja bnyk iklan, apk ribet.",Negatif
Mantap,Positif
Makasih yang sudah menciptakan apk ini dari dlu pengen nonton Indosiar tapi tv nya rusak gara² apk ini saya bisa liat lagi siaran Indosiar 👍🙏😁,Positif
Vidio,Positif
gila aplikasi ya bagus banget sekarang ini mah tapi tolong kok aplikasi ya gak bisa di screenshot ya setiap nonton di aplikasi sebelah bisa tuh 🤡,Positif
Good,Positif
Mantap,Positif
saya suka bisa nonton dimana saja,Positif
"kecewaa beratt udh berlangganan berapa kali masa nyari anime""baru aja kaga ada nyari film kesukaan pun ngga ada aplikasih payahh😒",Negatif
Tidak di kembalikan dana sangat kecewa,Negatif
Saran dari saya kalau bisa layar tv nya jangan langsung full layar dong.layar jendela dulu baru layar full. Tolong di ringankan di hp biar gk berat di hp. Rasanya berat di hp.juga iklannya sangat mengganggu sebaaiknya di hilangin saja...mksh,Negatif
Bru kali ini beli paket pulsa saldo Shopee kepotong tapi paket g masuk. Kecewa!!!,Negatif
"Kenapa ya setiap buka aplikasi nya langsung otomatis nonton series ""ratu adil""? Padahal saya kan gamau nonton itu, kenapa diupdate jadi seperti itu? Saat saya nonton film lain lalu saya keluar aplikasi trs masuk lagi juga film saya berhenti trus otomatis nonton ""ratu adil"". Bikin gak nyamann!.",Negatif
Kebanyakan iklan,Negatif
"Skrg vidio udah gak kaya dlu, harus berlangganan dlu baru bisa nonton.. Setelah berlangganan tetap aja gak bisa nonton.. Kecewa!",Negatif
Bagus,Positif
Video nya kok gak bisa di download sihhh??,Negatif
Langganan 1 tahun di hp tidak otomatis bisa dipakai lancar di tv mohon bisa diperbaiki,Negatif
"Semua harus pake bayar ,iklan semua Gk guna",Negatif
Makai aplikasi ini kayaknya setiap kali mau live streaming mau bayar dulu...blom lagi beli paket internetnya...kan kami nggak nonton setiap hari layanan yang kami suka itu...kami itu beli paket internet itu membayar...kalo saya sih...kalo kayak gini terus hapus aja aplikasi vidio ini,Negatif
Iklan apknya kebanyakan,Negatif
Wwconm Moktar,Positif
Saldo udh kepotong buat langganan tapi paket gak masuk keterangannya kamu belum berlangganan padahal di riwayat transaksi saldo udh ke ptong otomatis sama video,Negatif
"Ini gimana sih paketanya video , saya udah beli pulsa kenapa disaat saya mau paketin videonya malah ditolak karna alasan pulsa saya tidak mencukupi , tolong lah di perbaiki ini aplikasinya , kecewa !!!",Negatif
"Saya sudah langganan platinum tapi kok gak bisa nonton copa america yaa? Ketika mau di klik, ada pemberitahuan anda sudah berlangganan",Negatif
Busuk,Negatif
"Jaringan bagus tapi ga bisa dibuka aplikasinya,gimana si!!!",Negatif
Yuk saling spor..,Positif
Bagus tapi sayang tdk ada channel rcti,Negatif
Copa Eropa ko gak ada yah padahal udah langganan,Negatif
waktu itu ada film uttaran tp kenapa sekarang malah gaada si:(,Negatif
Cek meida mah bagus cnah,Positif
Terlalu sulit buat menengah kebawah,Negatif
Sangat baik,Positif
Nonton muter muter aja padahal udah berlangganan.. saya pikir mungkin sinyal saya yang kurang bagus tapi ternyata saya nonton film di Netflix lancar lancar jaya... Jadi males buka aplikasi video ini padahal baru nyoba berlangganan ternyata mengecewakan 🙏,Negatif
"Di app vidio apa kah sudah di hapus film bollywood,karna saya mau nonton kok sudah tidak ada film bollywoodnya...",Negatif
bagus,Positif
sangat bagus tapi ada satu masalah buat aku sihhh bagai mana iya,Positif
edit,Positif
"Berlangganan diberhentikan, gak bisa diperpanjang dibulan ke 3",Negatif
Ok Saya cobain ya🙏,Positif
Apk sampah,Negatif
"Tolong film yg tidak di ingin kan bisa di hapus,",Negatif
TOLOL,Negatif
Bagus,Positif
Vidio jelek.. Boros uang abis,Negatif
"Aplikasi terburuk yang pernah ku install, terlalu banyak iklan... Nonton juga berbayar 👎",Negatif
Mantop,Positif
Sudah beli premium buat nonton proliga ...malah sering ngelag...asli gak nyaman,Negatif
Apk taekkkk,Negatif
Apk bgstt goblogggggg,Negatif
Entahlah,Positif
Pas sya ingin melihat live atau ingin melihat film pasti bakal kembali lagi ke beranda,Negatif
Gw kesini gara gara dapet kuota Telkomsel katanya premium 30 hari gatau coba dulu kalo bagus aplikasi nya gw jadiin 5 bintang,Positif
Harganya makin mahal konten itu2 aj,Negatif
"Walaupun nonton highlight harus berbayar juga,parah banget",Negatif
Tiba tiba premium sendiri gajelas nih apk,Negatif
"Sangat bagus, film, bisa nonton bola bisa main game dan upgrade terus vidionya agar tambah bagus",Positif
Aplikasi jlek,Negatif
Felmbokep,Negatif
Bagus,Positif
"Tidak bisa set default resolusi, jadi kalau tonton harus sering2 cek resolusi video. Klo pake kuota auto resolusi tertinggi, jadi boros kuota",Negatif
bgs nonton apa aja di situ ada semuanya 😊😀,Positif
"Aplikasi ribet,,kebanyakan bayar",Negatif
Kurang gercep kalo ada update season baru anime,Negatif
Mantap,Positif
"Aplikasinya bagus sangat membantu buat nonton siaran ulang pertandingan sepak bola, tapi kok siaran ulang full pertandingan arema vs persebaya 1 Oktober 2022 hilang atau di hapus ya, mohon segera diperbaiki agar saya bisa nonton siaran ulang yang itu Terima kasih 🙏",Positif
"Perbaiki bug jaringannya dulu,mau hapus cache/data GK pengaruh ,itu murni dari appnya ,tiap kali masuk app vidio jaringan tiba tiba jadi buruk ,padahal masuk app yt,ig,dll aja lancar bgt",Negatif
bagus banget apk video nya ❤️❤️,Positif
Baik,Positif
Vidio ini bagus banget dan gratis aku kasih lima bintang 🌟🌟🌟🌟🌟,Positif
"Males,mau nonton trial aja harus nonton iklan dulu,mending youtube puguh gratis ,maaf dihapus aja ga guna",Negatif
Sinyal siaran gak lengkap ntah gak tau kenapa ...,Negatif
Tiap pembaruan mlah makin sulit nemu ftv yg tebaru ga kayak duli ada opsinua yang terbaru gampang nyari,Negatif
Saya kasik bintang satu karna filem yg saya cari ga ada di situ,Negatif
Paling suka magic 5,Positif
Aplikasi ini juga bisa menjadi salah satu pemain the hunger games ini meninggal di dalam tubuh manusia yang di sukai oleh karena tak bayar makasih ya gan di sukai oleh karena itu aurat di sebar brosur murah di sukai oleh karena itu aurat di sebar brosur murah di sukai oleh karena itu orang wibu di sukai oleh karena itu aurat di sebar brosur murah di sukai oleh karena,Negatif
