Rating,Ulasan,Sentimen,Tanggal
1,"Sudah beli langgangan express ular tangga darah eps 4, tapi pas di play gabisa padahal uangnya udh ke ambil, kecewa",Negatif,7/20/2024 16:25
1,"Setelah update malah gak jelas.. Mau nonton movie, cuma muter muter doang loadingnya sampai 10 menit, gk jadi nonton.. Padahal sinyal 4G, 30mbps..",Negatif,7/20/2024 15:46
1,Apk lemot busuk muat ulang terus padahal signal bagus,Negatif,7/20/2024 15:34
5,Bagus banget,Positif,7/20/2024 15:23
5,Bagus banget,Positif,7/20/2024 15:18
1,"Aplikasi koyok gancok bolak balik Dewe rajelas ,sistem eror guak wae raudah di instal",Negatif,7/20/2024 14:25
1,Saya mendapat paket dari im3 sdah di redem tapi tetap tidak berubah paket diamond saya,Negatif,7/20/2024 14:13
1,Apk ngak jelas,Negatif,7/20/2024 14:11
1,"Aplikasi Taik, gak bs nton live Bola Volly",Negatif,7/20/2024 14:05
2,"Sangat kecewa, kirain gratis ternyata berbayar",Negatif,7/20/2024 14:02
5,Film nya bagus dan banyak pilihan,Positif,7/20/2024 14:01
1,"Parah ni aplikasi, mau nonton streaming tv aja bayar. RCTI+ jauh lebih baik 🤣",Negatif,7/20/2024 13:24
1,Sudah daftar paket asik2 nonton malah gangguan khusus vidio,Negatif,7/20/2024 13:10
1,Saya bingung.. saya beli paket pertama x yg platinum TV bundle.. dan sudah habis paketnya.. tapi saya mau beli lg kok ga bisa di klik..,Negatif,7/20/2024 12:57
1,Apk parah udah bayar paket premium tpi tidak bisa nonton aff u19,Negatif,7/20/2024 12:57
5,Baru mau nyoba,Positif,7/20/2024 12:35
1,mau beli paket aja loadingnya lama....kalo bukan karena nntn bola males aku unduh vidio,Negatif,7/20/2024 12:32
1,"Oalah, buat nonton timnas aja pakek mbayar segala 😡",Negatif,7/20/2024 12:27
2,pas waktu di ada pertandingan lansung selalu gak bisa dilihat tolong dong aplikasinya lebih bagus lagi....?saya mau nonton sepak bola selalu gak bisa aplikasinya masih kurang bagus,Negatif,7/20/2024 12:14
1,Kagak jelas biasanya nonton bola bisa ini kagak,Negatif,7/20/2024 12:13
1,"Kecewa sekali. Sy sudah beli Vidio Platinum di Tsel, tapi di aplikasi sy tidak terdaftar. Sy masih belum bisa akses video2 sesuai paket yg sy beli.",Negatif,7/20/2024 12:05
1,Sangat mengecewakan padahal sudah berlangganan untuk satu bulan tapi tiba tiba suruh berlangganan lagi kacau,Negatif,7/20/2024 11:32
1,Mau belajar jadi kapitalis ya,Negatif,7/20/2024 11:17
1,Aplikasi busuk. Jangan instal buang2 kuota kalian. Tidak ramah bintang 1 👎,Negatif,7/20/2024 10:58
1,Beli paket premium selalu gagal,Negatif,7/20/2024 9:50
5,Keren,Positif,7/20/2024 9:48
1,sudah berlangganan ko tidak bisa d download ketika video ingin diunduh?,Negatif,7/20/2024 7:22
5,Lumayan bagus filem2 nya semoga lebih baik lagi,Positif,7/20/2024 6:47
1,Iklan ngotak dikit dong anj,Negatif,7/20/2024 5:46
4,Bagus tapi dia asli bahasanya,Negatif,7/20/2024 4:39
4,Bagus apk ini tapi iklannya lama,Negatif,7/20/2024 3:53
2,Udah Langganan lama tapi Drakor Drakor pada hilang kecewa banget aku ..itu kenapa sih bisa hilang ???,Negatif,7/20/2024 1:24
1,Sering loading padahal nonton TV aja jelek.. Sinyal padahal bagus,Negatif,7/20/2024 0:59
5,Ok,Positif,7/19/2024 22:11
1,Gak bagus,Negatif,7/19/2024 22:09
1,Durasi nya cuma 7 menitbpadahal dah liat iklan kontl,Negatif,7/19/2024 16:14
5,Terima kasih sahabat ku,Positif,7/19/2024 15:52
5,Aplikasi yang sangat bagus menyediakan film2 berkualitas,Positif,7/19/2024 15:38
1,Apaan. Di buat nonton tv malah banyak banget iklan dr aplikasi nya . Gak banget,Negatif,7/19/2024 14:08
1,Iklannnya banyakkkkkkkk bangetttt,Negatif,7/19/2024 14:01
1,"Rugi langganan di vidio, udah beli paket diamond mahal mahal, eh taunya g bisa nonton dgn alasan DRM. Udah ngikutin arahan dari admin di ig untuk mengecek apakah hp support dgn DRM, pas dicek support full. Kemudian nanya balik ke admin di ig malah gada tanggapan. Hahahahahaha lawak memang.",Negatif,7/19/2024 13:47
4,Good,Positif,7/19/2024 12:46
1,ini cara supaya nonton sctvnya lancar gimana padahal nonton YouTube lancar lancar aja😭,Negatif,7/19/2024 12:33
1,Butut sudah berlangganan tapi buat nonton live bola gak bisa terus,Negatif,7/19/2024 12:30
5,Bagus dan sangat menikmati saya tontonan nya... Terima kasih,Positif,7/19/2024 12:03
5,Aplikasinya bagus 👍👍👍,Positif,7/19/2024 11:50
5,Mantaap,Positif,7/19/2024 11:33
3,Kenapa bayar langganan tidak bisa pakek metode apapun,Negatif,7/19/2024 11:03
2,Apa apa harus berlangganan,Negatif,7/19/2024 9:55
5,Sangat bagus,Positif,7/19/2024 9:49
3,"Udah lenggang paket,tapi nggak bisa nonton live tv,gimana ini padahal yang dulu²lancar²aja,di buat nonton film lancar internet kenceng,giliran nonton live tv malah nggak mau ngangkat internetnya tolong dong, SOLUSINYA",Negatif,7/19/2024 9:47
1,Tidak serekomendasi dulu susah klo mau berlangganan lgi nya,Negatif,7/19/2024 9:38
1,"Sering ngambilin uang shopee saya , pas saya cek mungkin udah 200rb uang saya di ambil. Padahal saya uda berhenti langganan , tapi ko aneh tetep diambil uang di shopenya",Negatif,7/19/2024 9:32
1,Nonton di sini ga seru harus dibayar andai kalo ga dibayar makin seru,Negatif,7/19/2024 9:00
1,Udah bayar padahal. Eh msh ada iklan....parah,Negatif,7/19/2024 8:49
1,Skip harus bayar dlu baru bisa nonton,Negatif,7/19/2024 8:49
5,good,Positif,7/19/2024 8:42
1,"Cara bayar pake google play gimna sih, ko malah harus d gunakan di indonesia, emg gue diem d manaa ampun",Negatif,7/19/2024 8:35
2,"dari luar negeri apa bisa nonton live streaming sepakbola Indonesia, tolong di jawab",Negatif,7/19/2024 8:28
1,Setelah di update jadi ribet dan suka lag saat mau beli paket padahal jaringan bagus,Negatif,7/19/2024 8:16
1,Ruwet.arep nonton bola ae pembayarane ruwet,Negatif,7/19/2024 8:14
1,"Kecewa, pulsa sudah kepotong 50 rb lebih buat bayar paket premier, tetapi status masih belum berlangganan",Negatif,7/19/2024 7:49
1,"Metode pembayaran ditolak, padahal pulsa cukup, kenapa mau bayar aja sulit.? Sudah dftarkan nomor yg ada d aplikasi tetep aja gabisa.. BUSUK.!!!",Negatif,7/19/2024 7:17
2,"Kalo play radio sering keluar sendiri, kesel banget",Negatif,7/19/2024 5:27
4,"Sudah cukup bagus, tingkatkan terus",Positif,7/19/2024 4:52
4,Dafsc,Positif,7/19/2024 4:46
1,"Jelek dan bayar terus,sesudha bayar tapi ga bisa nonton,hars ngurus ini itu lah",Negatif,7/19/2024 3:49
5,Ok,Positif,7/19/2024 3:21
5,Eudvejdhdh ngidul udut jd diiris kesian d4uhfhdjc,Positif,7/19/2024 1:59
1,Aplikasi anj dah di bayar malah gk bisa nonton brp x di top up uang hbis nonton ga bsa,Negatif,7/19/2024 0:16
1,"Iklan gak bermutu,mau di bilangin malah masuk ke vidio",Negatif,7/18/2024 23:40
1,Tidak memutar vidio,Negatif,7/18/2024 23:16
1,Aplikasinya pendek durasinya. kasih panjang durasinya kalau beruba APKnya aku tambahin lagi ranting yah,Negatif,7/18/2024 21:00
1,"Aplikasi ngaco buat yang mau download gua saranin jangan,aplikasi kebanyakan iklan dan kalo mau nonton harus langganan",Negatif,7/18/2024 19:27
1,"Sangat Buruk semua Film banyak yang terpotong, kekurangan film juga",Negatif,7/18/2024 17:45
5,Bagus sdh,Positif,7/18/2024 15:16
1,Film udah bertahun-tahun pun gak ada gratis nya.... Film baru atau box office okelah.. Film series pun bayar... Film 2 atau 3 tahun lalu malah... Masih harus bayar....,Negatif,7/18/2024 14:35
5,Sangat menghibur,Positif,7/18/2024 14:28
5,Mantap bagus,Positif,7/18/2024 13:48
1,Kk vidio ga bisa dondot,Negatif,7/18/2024 13:00
1,"hii jijik aplikasi kere iklan, apalagi di TV jijik aplikasi kere iklan dari luar pula pas waktu di tayangan muncul jijik.. iklan tu di kondisikan tayang nya",Negatif,7/18/2024 12:59
4,bagus tapi sayangnya bollywood tidak ada kenapa ya padahal favorite 😴,Negatif,7/18/2024 12:36
2,Kecewa sudah beli paket premium tapi tetap ada iklan yang mengganggu.,Negatif,7/18/2024 12:15
4,Harganya ⭐⭐⭐⭐⭐ Pilihan filmnya ⭐⭐⭐ Bahasanya dan subtitle ⭐⭐⭐⭐ Jam updetnya ⭐⭐⭐⭐ dan masi suka ada popup iklan walau bisa di close tapi nyebelin woi. Gua udh bayar ga mau ada iklan samadekali tapi selalu muncul di awal ngeplay videonya. Dan tolong di perbaiki aplikasinya karna suka muter2 tampilannya,Negatif,7/18/2024 12:04
5,"Bagus banget, murah meriah, sangat membantu.. Terimakasih vidio",Positif,7/18/2024 11:54
2,Iklannya banyak .!!,Negatif,7/18/2024 11:51
1,"deflopernya kebanyakan MAKLAR, Uda bayar premium tapi masii disuruh juga bayar express biar apasi? mending kalau expres nya cuma 1-3 harii ini udaa 2 minggu masii aja disuruh beli expres haduh, BOBROK platform nya kecewa mending dlu gua langganan ke wetv/netflix.",Negatif,7/18/2024 11:15
3,Coba gratis video premium nya bagus banget,Positif,7/18/2024 10:16
5,aplikasi yang sangat bagus,Positif,7/18/2024 8:22
2,"Saya sudah membeli paket express untuk menonton MY NERD GIRL SEASON 3 episode 6 ,dan sudah melakukan transaksi melalui LIVIN BY MANDIRI ,mengapa kok tetap tidak bisa menonton bagaimana cara menangani masalah ini??? So,maaf saya kasih bintang 2 dahulu ada balasan dan masalah clear saya buat bintang 5. Terima kasih",Negatif,7/18/2024 7:50
1,"APK KURANG UPDATE BANGET FILM' NYA, MASA FILM' POLULER INDONESIA YANG DI CARI' ORANG GA ADA, KECEWA!.",Negatif,7/18/2024 7:47
5,Bagus,Positif,7/18/2024 7:30
1,"tolong hapus kebijakan perpanjangan paket berlangganan otomatisnya, seharusnya kalo memang paket sudah kadaluarsa & tidak terpakai jangan tiba tiba perpanjangan otomatis lagi",Negatif,7/18/2024 7:19
5,Kasih bibtang 5 dulu klo bagus nanti tambah 5 lg ...,Positif,7/18/2024 5:10
3,adduh di up kenapa jadi keluar masuk pas nonton filmnya..ngadat2 juga..tolong yha diperbaiki,Negatif,7/18/2024 5:06
3,Aku kasi bintang 3 karena lagi eror untuk pemutaran video nya,Negatif,7/18/2024 3:52
1,"Maaf pulsa tidak cukup, padahal pulsa lebih dari harga pembelian",Negatif,7/17/2024 23:54
1,Di larang login aplikasi video.,Negatif,7/17/2024 20:53
4,"Untuk apps sih ga ada masalah, tapi klo nonton via browser ampuun sering bgt tersendat sendat. Tolong lah di benahi versi browsernya",Negatif,7/17/2024 19:54
1,Aku download ini untuk nonton sepakbola dan voli tapi untuk pemain Indonesia berbayar sedangkan pemain asing enggak terlalu kasar ni aplikasi mencari cuan hanya untuk warga Indonesia,Negatif,7/17/2024 18:04
1,"Sekali jaringan turun ngulang dri awal, iklan bejibun ga karuan, jelek bgt👎🏻👎🏻",Negatif,7/17/2024 17:46
5,Sangat membantu,Positif,7/17/2024 17:24
1,"Masih banyak yang harus di perbaiki, app ini masih kalah jauh sama vixion+",Negatif,7/17/2024 13:43
1,Geton q geton ujung2 beli paket,Negatif,7/17/2024 13:43
5,Mantap,Positif,7/17/2024 13:42
5,good job,Positif,7/17/2024 13:20
1,udah ngabisin kuota bli langganan lagi,Negatif,7/17/2024 13:14
1,jelek,Negatif,7/17/2024 13:14
1,Apaan paket primere tulisannya cmn 54.000 sama pajak giliran dibayar jd 63.000 banyakan nipu,Negatif,7/17/2024 13:07
5,Boljug dah,Positif,7/17/2024 13:06
1,"aplikasi yang sangat membagongkan, beli paket banyak iklan, taiiiiii",Negatif,7/17/2024 12:56
1,"Kecewa, sudah berlangganan tapi tetap gabisa nonton live",Negatif,7/17/2024 12:56
2,"Lucu masak nonton negara lain bisa,tanpa beli premium.. negara indonesia harus beli premium.. hadehhh... Pantes rate nya kurang baik..",Negatif,7/17/2024 12:39
5,❤️❤️❤️,Positif,7/17/2024 12:10
5,Sangat membantu,Positif,7/17/2024 11:53
5,Sangat memuaskan saya,Positif,7/17/2024 11:30
3,Tolong jawab gimana cara Subtitle teks Bahasa indonesia menonton Tv Saya bingung gimana cari kak,Negatif,7/17/2024 11:19
2,"Kebanyakan iklan,trs iklannya 60detik trs 2x pula",Negatif,7/17/2024 9:05
3,"Tolong tambahkan Global TV,Mnctv,RCTI kagak ada.",Negatif,7/17/2024 8:12
5,Sangat suka ma aplikasi vidio ini,Positif,7/17/2024 7:53
1,"Aplikasi penguras saldo gopay,tidak ada notifikasi pemberitshuan sebelumnya, langsung potong saldo gopay untuk perpanjang paket",Negatif,7/17/2024 6:55
1,"Klo gak ada flmnya jgn post trailernya KONTOOOOOL, jd bingung, contohnya virgo and the sparkling, masa semua vidio triler gak jelas, rugi langganan",Negatif,7/17/2024 6:51
1,"Gak seru lagi aplikasi ini, masa sekarang mau download harus langganan dulu👎",Negatif,7/17/2024 5:18
5,keren,Positif,7/17/2024 2:00
5,Sangat bagus..🔥🔥,Positif,7/17/2024 1:41
1,"Iklannya aja yang lancar, setelah Iklan cuma muter-muter aja, kuota buat nonton iklan doang",Negatif,7/17/2024 1:20
1,banyak drama sponsor nya,Negatif,7/16/2024 22:51
3,Aplikasi ga gratis jadi ga puas dan terbatas,Negatif,7/16/2024 22:14
5,video dewasa,Positif,7/16/2024 18:51
3,"Kenapa sih kadang suka delay? Suara udah dimana, gerakan mulut baru ngomong... Bug nya tolong di perbaiki..",Negatif,7/16/2024 17:08
1,"Sorry mau nanya, kenapa ya langganan 1 tahunnya di tagih terus ke shopeepay sebelemnya, sedangkan langganannya sudah di bayar ke shopeepay yang baru, dan itu udah valid. Kenapa di tagih di shopeepay yang lama, kesalahan sistem? Tolong di cek dan di beri info bug ini",Negatif,7/16/2024 16:57
3,Bagus aplikasi nya tapi sayang nya ada fitur yg tidak bisa di download ya itu tidak bisa di download dengan 1 sinetron dari episode 1-habis gak bisa di download kecewa di kit tapi tolong di betulkan aplikasi nya ya tapi tetap bagus walaupun tidak bisa di download saya kasih bintang 3 dulu ya😁,Negatif,7/16/2024 15:30
1,Kecewa!!,Negatif,7/16/2024 15:03
5,"Maaf sebelumny kak, apk sangat bagus",Positif,7/16/2024 14:40
1,Tidak ada.menu berhenti berlangganan,Negatif,7/16/2024 12:07
2,Iklanya terlalu banyak kalau bisa iklanya di hilangkan karena kalau satu vidio itu bisa nonton iklan lebih dari 3 menit padahal lagi asik nonton eh malah iklan padahal sudah bagus iklanya hilang. Eh malah ada iklannya lagi,Negatif,7/16/2024 11:18
5,mantap bisa nonton film aksi,Positif,7/16/2024 10:56
5,MANTAP SUDAH SELESAI URUSAN PERPAKETAN.,Positif,7/16/2024 10:34
3,"Duh, iklan nya gangguuu😭",Negatif,7/16/2024 8:59
3,"Ini sbnernya layar jernih tp knp delay trs 10-30 detik.. Hallo video,, gmn ini nonton jd ga puas.. Kecewa uda langganan per bulan... Perbaikan donk... Masa delay jd ga seru nonton nya",Negatif,7/16/2024 5:53
1,Kga bisa reedem,Negatif,7/16/2024 4:59
1,Tidak bisa klik stop berlangganan,Negatif,7/16/2024 4:10
1,Iklanmu i lo ngungkuli yutub iklan 2 menit ga iso di skip ki opo maksude premium larang sakno wong miskin i lo,Negatif,7/16/2024 3:32
5,Luar biasa,Positif,7/16/2024 2:32
5,"Bagus bagettt, aku bisa nonton cencel TV yang rusak di TV ku,.",Positif,7/16/2024 0:42
1,Tai vidio,Negatif,7/15/2024 23:30
1,"Saya sudah melakukan pembelian paket platinum, dan sampai detik ini paket belum aktif Mohon segera di proses",Negatif,7/15/2024 14:31
1,Sangat buruk sudh beli paket mau nonton malah nge lag trus....dikit dikit lag..hadewwww nga jelas apk ini,Negatif,7/15/2024 12:53
1,Biar bintang yg berbicara,Negatif,7/15/2024 12:39
5,VIDIO COM BAGUS BANGET 😂,Positif,7/15/2024 12:21
2,Kan aku mau nonton magic 5 tapi kok eror terus,Negatif,7/15/2024 11:30
1,"Kebanyakan iklan dan buffering, kecewa!!!",Negatif,7/15/2024 9:40
1,"Gimana cara berhenti berlangganan di apk ini, karna saya udh ga pake tpi dana saya selalu ketarik tiap bulan nya",Negatif,7/15/2024 7:42
1,Iklan lo ngasih virus kontl,Negatif,7/15/2024 4:48
5,Sangat memuaskan untuk nonton berita dan olaraga,Positif,7/15/2024 4:12
1,masih harus diperbaiki,Negatif,7/15/2024 3:53
1,Kenapa ada bunyi kresek nya setiap nnton,Negatif,7/15/2024 3:21
3,😌😌😌,Negatif,7/15/2024 2:00
1,"Kecewa banget sama vidio,mau nonton bola aja muternya kayak mutaran bundaran aja lamanya... Padahal jaringan kita bagus,udh capek capek beli paket,malah di kecewain",Negatif,7/15/2024 1:30
5,Bagus,Positif,7/15/2024 1:22
5,Saya sangat senang dengan adanya aplikasi ini,Positif,7/15/2024 1:21
1,udh langganan 1 bulan platinum. masa gak bisa di gunakan payahh bgt ini aplikasi vidio. padahal mau nonton final copa amerika,Negatif,7/15/2024 1:15
5,Suka,Positif,7/15/2024 0:10
5,"Aplikasi hiburan terbaik. Bisa nonton TV Nasional dan TV selain nasional juga ada. Bisa nonton drakor, film, dan series original dengan biaya langganan premium yang relatif murah dibandingkan yang lain. Good job, VIDIO..!! 👍👍",Positif,7/15/2024 0:05
5,Vidio terbaik,Positif,7/14/2024 19:44
3,Ga ada film bollywoodnya padahal dulu ada jadi kurang suka,Negatif,7/14/2024 19:31
4,Good,Positif,7/14/2024 18:49
1,Film nya ga lengkap mengecewakan,Negatif,7/14/2024 18:26
5,Bagus,Positif,7/14/2024 16:55
5,Bagus,Positif,7/14/2024 14:25
1,"Aplikasi sangat jellek, kenapa saya bilang jellek karena menguras data sekali",Negatif,7/14/2024 13:49
1,Ini video knp aplikasi nya padahal jaringan bagus ketika mau langganan gk bisa masuk,Negatif,7/14/2024 13:32
5,Ok,Positif,7/14/2024 13:08
5,Verry good,Positif,7/14/2024 12:36
1,"Percuma beli versi berbayar, di play aja ngelag, malu²in speed 100mbps njir... Udah gitu ga mampu 4K lagi quality nya 😒",Negatif,7/14/2024 12:28
5,Kualitas hd,Positif,7/14/2024 12:01
1,Uda isi langganan tpi gk bisa diputar Ini knapa ? Rugi klok gini caranya,Negatif,7/14/2024 11:59
1,Membingungkan gak ada transfer bank sekelas bca entah m banking atau via atm,Negatif,7/14/2024 10:37
5,Ini kenapa saya engga bisa langganan lagi setelah saya berhentikan smentara mau liat bola wanita sore ini ni,Negatif,7/14/2024 9:45
5,Ok good,Positif,7/14/2024 9:24
5,aplikasi yg sangat cocok,Positif,7/14/2024 9:10
5,Mantap,Positif,7/14/2024 9:01
1,"Aplikasi ini uda gk kek dulu la, nntn dikit hrus bayar, uda gk enk",Negatif,7/14/2024 8:41
4,"Kenapa Vedeo Liga Campion Dan Liga Eropa Hilang Tiba""Hilang Kemarin Masih Ada Tolong Di jelaskan",Negatif,7/14/2024 6:37
2,"Saya tadi pagi beli paket di my Telkomsel,biasanya langsung aktif. Tapi kenapa kali ini bermasalah.paket saya ga aktif. Tp diketerangan Telkomsel paket video saya sudah aktif sampai bulan Agustus...tolong penjelasannya terimakasih",Negatif,7/14/2024 6:04
5,"Apk ini sangat bagus, hanya saja terkadang banyak iklan nya, dan banyak animex yang gk lengkap jg, tapi kalau buat saya sih sejauh ini blm ada kendala lg! Jadi sejauh ini apkx sangat bangus makanya gua beri bintang lima",Positif,7/14/2024 3:36
5,"Download Vidio karena pembayaran menggunakan Bundling XL untuk paket platinum setiap bulannya. Jaringan, lancar lancar aja tuh.",Positif,7/14/2024 3:30
2,ini kenapa gabisa di androidtv yah? padahal 2 hari yg lalu masi bisa. habis di uninstall malah di cari digoogle play gaada hiks ga jelas banget🥴🥴🥴,Negatif,7/14/2024 3:10
1,Saya sdh dua Minggu yg lalu sampe sekarang bgitu buka siaran langsung sepak bola malah di suruh aktifkan paket..bingung kemana paket yg saya beli??,Negatif,7/14/2024 1:42
1,"Saya udah isi paket 13 juli, eh pagi ini tgl 14 juli malah uangnya kepotong lagi. Gimana sih ini?? Rugi banget jadinya langganan kek gini. Malah kepotong 2x uangnya.",Negatif,7/14/2024 1:11
1,TKI di luar negri gk bsa nonton. Payah,Negatif,7/14/2024 1:05
1,"Not so good, too much commercial info",Negatif,7/14/2024 0:39
3,"kecewa banget, sudah beli paket premium 30hari tapi pas buka aplikasi video nggak bisa",Negatif,7/14/2024 0:37
1,jelek,Negatif,7/13/2024 23:24
2,"Saya mau lanjut nonton the romance of the condor heroes ko udah gaada yaa, tolong lah developer jangan asal hapus aja, saya minta tolong di munculkan kembali sinteron nya bagus",Negatif,7/13/2024 20:05
1,"kenapa saat play video patah"" trus, durasinya langsung maju beberapa detik kedepan, bikin ga nyaman nonton aja, kenapa sekarang jadi gini, dulu aman aja, kecewa",Negatif,7/13/2024 19:16
